,company_permalink,funding_round_type,raised_amount_usd,category_list,status,country_code,English Langauge
26012,pivot-medical,venture,6.000003,Health Care,acquired,USA,Yes
26013,pivot-medical,venture,32.0,Health Care,acquired,USA,Yes
26014,pivot3,venture,4.0,Hardware + Software,operating,USA,Yes
26015,pivot3,venture,1.1,Hardware + Software,operating,USA,Yes
26016,pivot3,venture,7.3375,Hardware + Software,operating,USA,Yes
26017,pivot3,venture,24.0,Hardware + Software,operating,USA,Yes
26018,pivot3,venture,9.0,Hardware + Software,operating,USA,Yes
26019,pivot3,venture,2.0,Hardware + Software,operating,USA,Yes
26020,pivot3,venture,12.0,Hardware + Software,operating,USA,Yes
26021,pivot3,venture,2.0,Hardware + Software,operating,USA,Yes
26022,pivot3,venture,24.0,Hardware + Software,operating,USA,Yes
26023,pivot3,venture,23.0,Hardware + Software,operating,USA,Yes
26024,pivot3,venture,25.0,Hardware + Software,operating,USA,Yes
26025,pivot3,venture,14.0,Hardware + Software,operating,USA,Yes
26026,pivotal-systems,venture,10.0,Health Diagnostics|Semiconductors,operating,USA,Yes
26027,pivotal-systems,venture,0.2,Health Diagnostics|Semiconductors,operating,USA,Yes
26028,pivotal-systems,venture,11.05,Health Diagnostics|Semiconductors,operating,USA,Yes
26029,pivotal-systems,venture,4.6,Health Diagnostics|Semiconductors,operating,USA,Yes
26030,pivotal-systems,venture,5.471474,Health Diagnostics|Semiconductors,operating,USA,Yes
26031,pivotal-systems,venture,8.6,Health Diagnostics|Semiconductors,operating,USA,Yes
26032,pivotdesk,venture,3.625,Internet|Marketplaces|Real Estate|Startups,operating,USA,Yes
26033,pivotlink-formerly-seatab,venture,3.5,Analytics|Retail|SaaS|Sales and Marketing|Software|Web Development,acquired,USA,Yes
26034,pivotlink-formerly-seatab,venture,13.0,Analytics|Retail|SaaS|Sales and Marketing|Software|Web Development,acquired,USA,Yes
26035,pivotlink-formerly-seatab,venture,8.085068,Analytics|Retail|SaaS|Sales and Marketing|Software|Web Development,acquired,USA,Yes
26036,pivotlink-formerly-seatab,venture,10.0,Analytics|Retail|SaaS|Sales and Marketing|Software|Web Development,acquired,USA,Yes
26037,pivotlink-formerly-seatab,venture,9.0,Analytics|Retail|SaaS|Sales and Marketing|Software|Web Development,acquired,USA,Yes
26038,pivotshare,venture,1.0,Curated Web|Monetization|Video on Demand|Video Streaming,operating,USA,Yes
26039,pixability,venture,4.0,Advertising|Internet Marketing|Video Streaming,operating,USA,Yes
26040,pixability,venture,18.2,Advertising|Internet Marketing|Video Streaming,operating,USA,Yes
26041,pixability,venture,4.110157,Advertising|Internet Marketing|Video Streaming,operating,USA,Yes
26042,pixable,venture,2.5,Digital Media|Publishing|Social Media,acquired,USA,Yes
26043,pixable,venture,3.6,Digital Media|Publishing|Social Media,acquired,USA,Yes
26044,pixafy,venture,0.325,Blogging Platforms|Content|E-Commerce,operating,USA,Yes
26045,pixalate,venture,4.6,Advertising|Analytics|Big Data|Business Intelligence|Enterprise Software|Fraud Detection|SaaS|Security,operating,USA,Yes
26046,pixate,venture,3.8,Interface Design|Mobile|User Experience Design,operating,USA,Yes
26047,pixel-magic-imaging,venture,10.5,Technology,operating,USA,Yes
26048,pixel-velocity,venture,0.303,Hardware + Software|Sensors,operating,USA,Yes
26049,pixel-velocity,venture,10.0,Hardware + Software|Sensors,operating,USA,Yes
26050,pixelexx-systems,venture,0.625,Diagnostics|Health Diagnostics|Medical|Medical Devices,operating,USA,Yes
26051,pixelfish,venture,1.432455,Advertising,operating,USA,Yes
26052,pixelfish,venture,2.1,Advertising,operating,USA,Yes
26053,pixelfish,venture,4.0,Advertising,operating,USA,Yes
26054,pixelfish,venture,1.4,Advertising,operating,USA,Yes
26055,pixelligent,venture,3.858837,Nanotechnology,operating,USA,Yes
26056,pixelligent,venture,2.0,Nanotechnology,operating,USA,Yes
26057,pixelligent,venture,5.5,Nanotechnology,operating,USA,Yes
26058,pixelligent,venture,0.425,Nanotechnology,operating,USA,Yes
26059,pixelligent,venture,3.4,Nanotechnology,operating,USA,Yes
26060,pixelligent,venture,5.1,Nanotechnology,operating,USA,Yes
26061,pixeloptics,venture,30.0,Health Care|Medical Devices,closed,USA,Yes
26062,pixeloptics,venture,45.0,Health Care|Medical Devices,closed,USA,Yes
26063,pixelpipe,venture,2.3,Blogging Platforms|Cloud Data Services|Mobile|Networking|Photography|Video,closed,USA,Yes
26064,pixie-technology,venture,1.47,Internet of Things|Software,operating,USA,Yes
26065,pixie-technology,venture,4.53,Internet of Things|Software,operating,USA,Yes
26066,pixim,venture,5.1,Hardware + Software|Video,acquired,USA,Yes
26067,pixim,venture,16.5,Hardware + Software|Video,acquired,USA,Yes
26068,pixim,venture,15.0,Hardware + Software|Video,acquired,USA,Yes
26069,pixim,venture,22.0,Hardware + Software|Video,acquired,USA,Yes
26070,pixim,venture,13.0,Hardware + Software|Video,acquired,USA,Yes
26071,pixim,venture,12.0,Hardware + Software|Video,acquired,USA,Yes
26072,pixlee,venture,4.0,Advertising|B2B|Brand Marketing|Digital Media|Digital Rights Management|E-Commerce|Mobile Commerce|Sales and Marketing|Social Commerce|Social Media,operating,USA,Yes
26073,pixsense,venture,5.4,Mobile,closed,USA,Yes
26074,pixsense,venture,2.0,Mobile,closed,USA,Yes
26075,pixspan,venture,0.803725,Algorithms|Internet|Media,operating,USA,Yes
26076,pixspan,venture,2.090551,Algorithms|Internet|Media,operating,USA,Yes
26077,pixspree,venture,0.1,Software,operating,USA,Yes
26078,pixtronix,venture,2.7,Displays|Hardware + Software,acquired,USA,Yes
26079,pixtronix,venture,22.0,Displays|Hardware + Software,acquired,USA,Yes
26080,pixtronix,venture,3.0,Displays|Hardware + Software,acquired,USA,Yes
26081,pixtronix,venture,19.0,Displays|Hardware + Software,acquired,USA,Yes
26082,placeable-llc,venture,5.0,Advertising,operating,USA,Yes
26083,placecast,venture,3.0,Mobile,operating,USA,Yes
26084,placecast,venture,5.0,Mobile,operating,USA,Yes
26085,placed,venture,10.0,Mobile,operating,USA,Yes
26086,placed,venture,3.4,Mobile,operating,USA,Yes
26087,placefull,venture,3.068164,E-Commerce|Events,operating,USA,Yes
26088,placeiq,venture,4.2,Advertising|Big Data|Information Technology|Mobile,operating,USA,Yes
26089,placeiq,venture,6.75,Advertising|Big Data|Information Technology|Mobile,operating,USA,Yes
26090,placeiq,venture,15.0,Advertising|Big Data|Information Technology|Mobile,operating,USA,Yes
26091,placemeter,venture,6.0,Analytics|Big Data|Finance|Internet of Things|Local|Mobile,operating,USA,Yes
26092,placepop,venture,1.4,Curated Web,operating,USA,Yes
26093,placester,venture,15.0,Advertising|Digital Media|Lead Generation|Lead Management|Marketing Automation|Real Estate|Sales Automation,operating,USA,Yes
26094,placester,venture,0.826212,Advertising|Digital Media|Lead Generation|Lead Management|Marketing Automation|Real Estate|Sales Automation,operating,USA,Yes
26095,placester,venture,5.5,Advertising|Digital Media|Lead Generation|Lead Management|Marketing Automation|Real Estate|Sales Automation,operating,USA,Yes
26096,placester,venture,27.0,Advertising|Digital Media|Lead Generation|Lead Management|Marketing Automation|Real Estate|Sales Automation,operating,USA,Yes
26097,plae,venture,7.0,Active Lifestyle|E-Commerce|Fashion|Kids,operating,USA,Yes
26098,plaid,venture,12.5,Computers|Finance Technology|Financial Services|Software,operating,USA,Yes
26099,plain-vanilla,venture,2.0,Android|Game|Games|iPhone|Mobile,operating,USA,Yes
26100,plain-vanilla,venture,21.867827,Android|Game|Games|iPhone|Mobile,operating,USA,Yes
26101,plain-vanilla,venture,2.5,Android|Game|Games|iPhone|Mobile,operating,USA,Yes
26102,plain-vanilla,venture,5.0,Android|Game|Games|iPhone|Mobile,operating,USA,Yes
26103,plair,venture,1.64508,Hardware + Software,operating,USA,Yes
26104,plair,venture,2.046026,Hardware + Software,operating,USA,Yes
26105,planalytics-b2b,venture,15.0,Analytics|B2B|E-Commerce,operating,USA,Yes
26106,planet-daily,venture,5.0,Social Media,operating,USA,Yes
26107,planet-labs,venture,70.0,Aerospace|Geospatial,operating,USA,Yes
26108,planet-labs,venture,52.0,Aerospace|Geospatial,operating,USA,Yes
26109,planet-labs,venture,13.1,Aerospace|Geospatial,operating,USA,Yes
26110,planet-labs,venture,23.0,Aerospace|Geospatial,operating,USA,Yes
26111,planet-metrics,venture,2.3,Clean Technology|Software,closed,USA,Yes
26112,planet-payment,venture,3.9988,Electronics|Financial Services|Payments,ipo,USA,Yes
26113,planet-soho,venture,8.0,Collaboration|Curated Web|Enterprises|Entrepreneur|Freelancers|SaaS|Small and Medium Businesses,operating,USA,Yes
26114,planet3,venture,10.0,Machine Learning,operating,USA,Yes
26115,planetary-power,venture,2.041033,Solar,operating,USA,Yes
26116,planetary-resources,venture,12.233209,Mining Technologies|Natural Resources,operating,USA,Yes
26117,planeths,venture,0.945,Education,operating,USA,Yes
26118,planeths,venture,0.482318,Education,operating,USA,Yes
26119,planetwide-media,venture,1.2,E-Commerce|Mass Customization|Software,operating,USA,Yes
26120,planetwide-media,venture,0.620071,E-Commerce|Mass Customization|Software,operating,USA,Yes
26121,plangrid,venture,40.0,Construction|iPad|Mobile,operating,USA,Yes
26122,plangrid,venture,18.0,Construction|iPad|Mobile,operating,USA,Yes
26123,planitax,venture,5.0,Finance,acquired,USA,Yes
26124,planitax,venture,7.5,Finance,acquired,USA,Yes
26125,planitax,venture,5.0,Finance,acquired,USA,Yes
26126,plansource-holdings,venture,12.0,Software,operating,USA,Yes
26127,plansource-holdings,venture,12.0,Software,operating,USA,Yes
26128,plansource-holdings,venture,70.0,Software,operating,USA,Yes
26129,plantbid,venture,0.9014,Internet,operating,USA,Yes
26130,plantbid,venture,0.411,Internet,operating,USA,Yes
26131,plantsense,venture,1.385,Curated Web,operating,USA,Yes
26132,plantsense,venture,2.5,Curated Web,operating,USA,Yes
26133,plantsense,venture,3.5,Curated Web,operating,USA,Yes
26134,plasmasi,venture,0.507346,Clean Technology,closed,USA,Yes
26135,plasmasi,venture,0.28375,Clean Technology,closed,USA,Yes
26136,plasmasi,venture,0.785,Clean Technology,closed,USA,Yes
26137,plasmonix,venture,0.543857,Biotechnology,operating,USA,Yes
26138,plasmonix,venture,1.217417,Biotechnology,operating,USA,Yes
26139,plasmonix,venture,0.231069,Biotechnology,operating,USA,Yes
26140,plasmonix,venture,0.3,Biotechnology,operating,USA,Yes
26141,plastic-jungle,venture,6.0,E-Commerce,acquired,USA,Yes
26142,plastic-jungle,venture,10.0,E-Commerce,acquired,USA,Yes
26143,plastic-jungle,venture,7.4,E-Commerce,acquired,USA,Yes
26144,plastipure,venture,1.1,Clean Technology,operating,USA,Yes
26145,plastiq,venture,6.0,E-Commerce|FinTech,operating,USA,Yes
26146,plastiq,venture,2.349996,E-Commerce|FinTech,operating,USA,Yes
26147,plastiq,venture,10.0,E-Commerce|FinTech,operating,USA,Yes
26148,plastyc,venture,2.0,Finance,operating,USA,Yes
26149,plated,venture,35.0,Cooking|E-Commerce|Hospitality|Social Media Platforms,operating,USA,Yes
26150,plated,venture,5.0,Cooking|E-Commerce|Hospitality|Social Media Platforms,operating,USA,Yes
26151,plated,venture,15.0,Cooking|E-Commerce|Hospitality|Social Media Platforms,operating,USA,Yes
26152,platfora,venture,38.0,Analytics|Software,operating,USA,Yes
26153,platfora,venture,20.0,Analytics|Software,operating,USA,Yes
26154,platfora,venture,7.2,Analytics|Software,operating,USA,Yes
26155,platform-solutions,venture,37.0,Hardware + Software,acquired,USA,Yes
26156,platform9-systems-inc,venture,4.5,Enterprise Software,operating,USA,Yes
26157,platform9-systems-inc,venture,10.0,Enterprise Software,operating,USA,Yes
26158,platformq,venture,10.560514,Curated Web,operating,USA,Yes
26159,platformq,venture,2.4,Curated Web,operating,USA,Yes
26160,platformq,venture,1.1,Curated Web,operating,USA,Yes
26161,platial,venture,2.6,Maps|Public Transportation|Social Network Media,closed,USA,Yes
26162,plato-networks,venture,7.5,Semiconductors,closed,USA,Yes
26163,plato-networks,venture,20.0,Semiconductors,closed,USA,Yes
26164,plaxo,venture,8.5,Contact Management|Curated Web|Databases|Synchronization|Trading,acquired,USA,Yes
26165,plaxo,venture,7.0,Contact Management|Curated Web|Databases|Synchronization|Trading,acquired,USA,Yes
26166,plaxo,venture,3.8,Contact Management|Curated Web|Databases|Synchronization|Trading,acquired,USA,Yes
26167,plaxo,venture,9.0,Contact Management|Curated Web|Databases|Synchronization|Trading,acquired,USA,Yes
26168,play-i,venture,6.9,Hardware + Software|Robotics,operating,USA,Yes
26169,play-i,venture,8.0,Hardware + Software|Robotics,operating,USA,Yes
26170,play-megaphone,venture,4.3,Broadcasting|Entertainment|Games|Television,operating,USA,Yes
26171,playboox,venture,3.0,Consulting|Software,operating,USA,Yes
26172,playcoin-entertainment,venture,0.05,Financial Services,operating,USA,Yes
26173,playdom,venture,43.0,Apps|Entertainment|Games,acquired,USA,Yes
26174,playdom,venture,33.0,Apps|Entertainment|Games,acquired,USA,Yes
26175,playerize,venture,1.0,Games,acquired,USA,Yes
26176,playerlync,venture,1.784584,Information Security,operating,USA,Yes
26177,playerlync,venture,10.5,Information Security,operating,USA,Yes
26178,playerlync,venture,1.965793,Information Security,operating,USA,Yes
26179,playfab-inc,venture,7.4,Developer Tools|Games|PaaS|Service Providers,operating,USA,Yes
26180,playfirst,venture,5.0,Games|iPhone|Mobile Games,acquired,USA,Yes
26181,playfirst,venture,16.5,Games|iPhone|Mobile Games,acquired,USA,Yes
26182,playfirst,venture,5.0,Games|iPhone|Mobile Games,acquired,USA,Yes
26183,playfirst,venture,9.2,Games|iPhone|Mobile Games,acquired,USA,Yes
26184,playful-2,venture,25.0,Software,operating,USA,Yes
26185,playground-sessions,venture,0.16,Music,operating,USA,Yes
26186,playground-sessions,venture,0.682275,Music,operating,USA,Yes
26187,playground-sessions,venture,0.799134,Music,operating,USA,Yes
26188,playhaven,venture,8.0,Advertising|Mobile,acquired,USA,Yes
26189,playhaven,venture,21.8,Advertising|Mobile,acquired,USA,Yes
26190,playlore,venture,3.0,Consulting,operating,USA,Yes
26191,playnomics,venture,5.0,Apps|Big Data|Mobile|Predictive Analytics,acquired,USA,Yes
26192,playnomics,venture,1.0,Apps|Big Data|Mobile|Predictive Analytics,acquired,USA,Yes
26193,playon-sports,venture,7.2,Games,acquired,USA,Yes
26194,playon-sports,venture,2.8,Games,acquired,USA,Yes
26195,playphone,venture,9.1,Games,operating,USA,Yes
26196,playphone,venture,18.75,Games,operating,USA,Yes
26197,playsino,venture,1.5,Games,operating,USA,Yes
26198,playsmrt,venture,3.0,Games,operating,USA,Yes
26199,playsmrt,venture,1.2,Games,operating,USA,Yes
26200,playspan,venture,16.8,Game|Games,acquired,USA,Yes
26201,playspan,venture,18.0,Game|Games,acquired,USA,Yes
26202,playspan,venture,6.5,Game|Games,acquired,USA,Yes
26203,playspan,venture,5.0,Game|Games,acquired,USA,Yes
26204,playstudios,venture,8.700017,Games,operating,USA,Yes
26205,playstudios,venture,20.0,Games,operating,USA,Yes
26206,playvox,venture,1.5,Computers,operating,USA,Yes
26207,plc-diagnostics,venture,0.128691,Biotechnology|Health Diagnostics,operating,USA,Yes
26208,plc-systems,venture,4.04,Health Care,operating,USA,Yes
26209,plc-systems,venture,1.0,Health Care,operating,USA,Yes
26210,plc-systems,venture,6.0,Health Care,operating,USA,Yes
26211,plectix-biosystems,venture,6.916666,Biotechnology,operating,USA,Yes
26212,pleg,venture,2.5,Software,closed,USA,Yes
26213,plenty,venture,0.15,Advertising|Digital Media|Graphic Design|Marketplaces,operating,USA,Yes
26214,plethora-technology,venture,1.0,Software,closed,USA,Yes
26215,plex,venture,10.0,Games|Mobile|Social Television|Television,operating,USA,Yes
26216,plex-systems,venture,50.0,Cloud Computing|Enterprise Resource Planning|Manufacturing|Software,operating,USA,Yes
26217,plex-systems,venture,0.5,Cloud Computing|Enterprise Resource Planning|Manufacturing|Software,operating,USA,Yes
26218,plex-systems,venture,6.0,Cloud Computing|Enterprise Resource Planning|Manufacturing|Software,operating,USA,Yes
26219,plex-systems,venture,30.0,Cloud Computing|Enterprise Resource Planning|Manufacturing|Software,operating,USA,Yes
26220,plextronics,venture,1.2,Clean Technology,acquired,USA,Yes
26221,plextronics,venture,20.6,Clean Technology,acquired,USA,Yes
26222,plextronics,venture,3.4,Clean Technology,acquired,USA,Yes
26223,plextronics,venture,14.0,Clean Technology,acquired,USA,Yes
26224,plexxi,venture,20.1,Web Hosting,operating,USA,Yes
26225,plexxi,venture,35.0,Web Hosting,operating,USA,Yes
26226,plexxi,venture,20.0,Web Hosting,operating,USA,Yes
26227,plexxi,venture,8.3,Web Hosting,operating,USA,Yes
26228,plexxikon,venture,46.0,Biotechnology,acquired,USA,Yes
26229,pley,venture,10.0,Collaborative Consumption|Curated Web|Marketplaces|Toys,operating,USA,Yes
26230,pley,venture,6.75,Collaborative Consumption|Curated Web|Marketplaces|Toys,operating,USA,Yes
26231,pliant-technology,venture,27.300006,Enterprise Software,acquired,USA,Yes
26232,pliant-technology,venture,15.0,Enterprise Software,acquired,USA,Yes
26233,pliant-technology,venture,8.0,Enterprise Software,acquired,USA,Yes
26234,plink-2,venture,3.0,Curated Web,operating,USA,Yes
26235,plixi,venture,2.6,Curated Web|Photography,acquired,USA,Yes
